nombre,nom_agl,departamen,provincia
Espartillar,Saavedra,Saavedra,Buenos Aires
Goyena,Saavedra,Saavedra,Buenos Aires
Las Encadenadas,Saavedra,Saavedra,Buenos Aires
Pigüé,Saavedra,Saavedra,Buenos Aires
Saavedra,Saavedra,Saavedra,Buenos Aires
Álvarez de Toledo,Saladillo,Saladillo,Buenos Aires
Cazón,Saladillo,Saladillo,Buenos Aires
Del Carril,Saladillo,Saladillo,Buenos Aires
Polvaredas,Saladillo,Saladillo,Buenos Aires
Saladillo,Saladillo,Saladillo,Buenos Aires
Arroyo Dulce,Salto,Salto,Buenos Aires
Berdier,Salto,Salto,Buenos Aires
Gahan,Salto,Salto,Buenos Aires
Inés Indart,Salto,Salto,Buenos Aires
La Invencible,Salto,Salto,Buenos Aires
Salto,Salto,Salto,Buenos Aires
Quenumá,Salliqueló,Salliqueló,Buenos Aires
Salliqueló,Salliqueló,Salliqueló,Buenos Aires
Azcuénaga,San Andrés de Giles,San Andrés de Giles,Buenos Aires
Cucullú,San Andrés de Giles,San Andrés de Giles,Buenos Aires
Franklin,San Andrés de Giles,San Andrés de Giles,Buenos Aires
San Andrés de Giles,San Andrés de Giles,San Andrés de Giles,Buenos Aires
Solís,San Andrés de Giles,San Andrés de Giles,Buenos Aires
Villa Espil,San Andrés de Giles,San Andrés de Giles,Buenos Aires
Villa Ruiz,San Andrés de Giles,San Andrés de Giles,Buenos Aires
Duggan,San Antonio de Areco,San Antonio de Areco,Buenos Aires
San Antonio de Areco,San Antonio de Areco,San Antonio de Areco,Buenos Aires
Villa Lía,San Antonio de Areco,San Antonio de Areco,Buenos Aires
Balneario San Cayetano,San Cayetano,San Cayetano,Buenos Aires
Ochandío,San Cayetano,San Cayetano,Buenos Aires
San Cayetano,San Cayetano,San Cayetano,Buenos Aires
San Fernando,San Fernando,San Fernando,Buenos Aires
San Isidro,San Isidro,San Isidro,Buenos Aires
San Miguel,San Miguel,San Miguel,Buenos Aires
Conesa,San Nicolás,San Nicolás,Buenos Aires
Erezcano,San Nicolás,San Nicolás,Buenos Aires
General Rojo,San Nicolás,San Nicolás,Buenos Aires
La Emilia,San Nicolás,San Nicolás,Buenos Aires
San Nicolás de los Arroyos,San Nicolás,San Nicolás,Buenos Aires
Villa Esperanza,San Nicolás,San Nicolás,Buenos Aires
Gobernador Castro,San Pedro,San Pedro,Buenos Aires
Ingeniero Moneta,San Pedro,San Pedro,Buenos Aires
Obligado,San Pedro,San Pedro,Buenos Aires
Pueblo Doyle,San Pedro,San Pedro,Buenos Aires
Río Tala,San Pedro,San Pedro,Buenos Aires
San Pedro,San Pedro,San Pedro,Buenos Aires
Santa Lucía,San Pedro,San Pedro,Buenos Aires
San Vicente,San Vicente,San Vicente,Buenos Aires
General Rivas,Suipacha,Suipacha,Buenos Aires
Suipacha,Suipacha,Suipacha,Buenos Aires
De la Canal,Tandil,Tandil,Buenos Aires
Gardey,Tandil,Tandil,Buenos Aires
María Ignacia,Tandil,Tandil,Buenos Aires
Tandil,Tandil,Tandil,Buenos Aires
Crotto,Tapalqué,Tapalqué,Buenos Aires
Tapalqué,Tapalqué,Tapalqué,Buenos Aires
Velloso,Tapalqué,Tapalqué,Buenos Aires
Tigre,Tigre,Tigre,Buenos Aires
General Conesa,Tordillo,Tordillo,Buenos Aires
Chasicó,Tornquist,Tornquist,Buenos Aires
Saldungaray,Tornquist,Tornquist,Buenos Aires
Sierra de la Ventana,Tornquist,Tornquist,Buenos Aires
Tornquist,Tornquist,Tornquist,Buenos Aires
Tres Picos,Tornquist,Tornquist,Buenos Aires
La Gruta,Tornquist,Tornquist,Buenos Aires
Villa Ventana,Tornquist,Tornquist,Buenos Aires
Berutti,Trenque Lauquen,Trenque Lauquen,Buenos Aires
Girodias,Trenque Lauquen,Trenque Lauquen,Buenos Aires
La Carreta,Trenque Lauquen,Trenque Lauquen,Buenos Aires
30 de Agosto,Trenque Lauquen,Trenque Lauquen,Buenos Aires
Trenque Lauquen,Trenque Lauquen,Trenque Lauquen,Buenos Aires
Trongé,Trenque Lauquen,Trenque Lauquen,Buenos Aires
Balneario Orense,Tres Arroyos,Tres Arroyos,Buenos Aires
Claromecó,Tres Arroyos,Tres Arroyos,Buenos Aires
Copetonas,Tres Arroyos,Tres Arroyos,Buenos Aires
Lin Calel,Tres Arroyos,Tres Arroyos,Buenos Aires
Micaela Cascallares,Tres Arroyos,Tres Arroyos,Buenos Aires
Orense,Tres Arroyos,Tres Arroyos,Buenos Aires
Reta,Tres Arroyos,Tres Arroyos,Buenos Aires
San Francisco de Bellocq,Tres Arroyos,Tres Arroyos,Buenos Aires
San Mayol,Tres Arroyos,Tres Arroyos,Buenos Aires
Tres Arroyos,Tres Arroyos,Tres Arroyos,Buenos Aires
Villa Rodríguez,Tres Arroyos,Tres Arroyos,Buenos Aires
Tres de Febrero,Tres de Febrero,Tres de Febrero,Buenos Aires
Ingeniero Thompson,Tres Lomas,Tres Lomas,Buenos Aires
Tres Lomas,Tres Lomas,Tres Lomas,Buenos Aires
Agustín Mosconi,25 de Mayo,25 de Mayo,Buenos Aires
Del Valle,25 de Mayo,25 de Mayo,Buenos Aires
Ernestina,25 de Mayo,25 de Mayo,Buenos Aires
Gobernador Ugarte,25 de Mayo,25 de Mayo,Buenos Aires
Lucas Monteverde,25 de Mayo,25 de Mayo,Buenos Aires
Norberto de la Riestra,25 de Mayo,25 de Mayo,Buenos Aires
Pedernales,25 de Mayo,25 de Mayo,Buenos Aires
San Enrique,25 de Mayo,25 de Mayo,Buenos Aires
Valdés,25 de Mayo,25 de Mayo,Buenos Aires
25 de Mayo,25 de Mayo,25 de Mayo,Buenos Aires
Vicente López,Vicente López,Vicente López,Buenos Aires
Mar Azul,Villa Gesell,Villa Gesell,Buenos Aires
Villa Gesell,Villa Gesell,Villa Gesell,Buenos Aires
Argerich,Villarino,Villarino,Buenos Aires
Colonia San Adolfo,Villarino,Villarino,Buenos Aires
Country Los Medanos,Villarino,Villarino,Buenos Aires
Hilario Ascasubi,Villarino,Villarino,Buenos Aires
Juan Cousté,Villarino,Villarino,Buenos Aires
Mayor Buratovich,Villarino,Villarino,Buenos Aires
Médanos,Villarino,Villarino,Buenos Aires
Pedro Luro,Villarino,Villarino,Buenos Aires
Teniente Origone,Villarino,Villarino,Buenos Aires
Country Club El Casco,Zárate,Zárate,Buenos Aires
Escalada,Zárate,Zárate,Buenos Aires
Lima,Zárate,Zárate,Buenos Aires
Zárate,Zárate,Zárate,Buenos Aires
Chuchucaruana,Los Varela,Ambato,Catamarca
Colpes,La Puerta,Ambato,Catamarca
El Bolsón,Los Varela,Ambato,Catamarca
El Rodeo,El Rodeo,Ambato,Catamarca
Huaycama,La Puerta,Ambato,Catamarca
La Puerta,La Puerta,Ambato,Catamarca
Las Chacritas,Los Varela,Ambato,Catamarca
Las Juntas,Las Juntas,Ambato,Catamarca
Los Castillos,Los Varela,Ambato,Catamarca
Los Talas,Los Varela,Ambato,Catamarca
Los Varela,Los Varela,Ambato,Catamarca
Singuil,Los Varela,Ambato,Catamarca
Ancasti,Ancasti,Ancasti,Catamarca
Anquincila,Ancasti,Ancasti,Catamarca
La Candelaria,Ancasti,Ancasti,Catamarca
La Majada,Ancasti,Ancasti,Catamarca
Amanao,Andalgalá,Andalgalá,Catamarca
Andalgalá,Andalgalá,Andalgalá,Catamarca
Chaquiago,Andalgalá,Andalgalá,Catamarca
Choya,Andalgalá,Andalgalá,Catamarca
El Alamito,Aconquija,Andalgalá,Catamarca
El Lindero,Aconquija,Andalgalá,Catamarca
El Potrero,Andalgalá,Andalgalá,Catamarca
La Aguada,Andalgalá,Andalgalá,Catamarca
Antofagasta de la Sierra,Antofagasta de la Sierra,Antofagasta de la Sierra,Catamarca
Antofalla,Antofagasta de la Sierra,Antofagasta de la Sierra,Catamarca
El Peñón,Antofagasta de la Sierra,Antofagasta de la Sierra,Catamarca
Los Nacimientos,Antofagasta de la Sierra,Antofagasta de la Sierra,Catamarca
Barranca Larga,Villa Vil,Belén,Catamarca
Belén,Belén,Belén,Catamarca
Cóndor Huasi,Pozo de Piedra,Belén,Catamarca
Corral Quemado,Corral Quemado,Belén,Catamarca
El Durazno,Puerta de Corral Quemado,Belén,Catamarca
Farallón Negro,Hualfin,Belén,Catamarca
Hualfín,Hualfin,Belén,Catamarca
Jacipunco,Puerta de Corral Quemado,Belén,Catamarca
La Puntilla,Belén,Belén,Catamarca
Las Juntas,Pozo de Piedra,Belén,Catamarca
Londres,Londres,Belén,Catamarca
Los Nacimientos,Hualfin,Belén,Catamarca
Puerta de Corral Quemado,Puerta de Corral Quemado,Belén,Catamarca
Puerta de San José,Puerta de San José,Belén,Catamarca
Villa Vil,Villa Vil,Belén,Catamarca
Adolfo E. Carranza,Capayán,Capayán,Catamarca
Balde de la Punta,Capayán,Capayán,Catamarca
Capayán,Capayán,Capayán,Catamarca
Chumbicha,Capayán,Capayán,Catamarca
Colonia del Valle,Huillapima,Capayán,Catamarca
Colonia Nueva Coneta,Huillapima,Capayán,Catamarca
Concepción,Huillapima,Capayán,Catamarca
Coneta,Huillapima,Capayán,Catamarca
El Bañado,Huillapima,Capayán,Catamarca
Huillapima,Huillapima,Capayán,Catamarca
Los Angeles,Huillapima,Capayán,Catamarca
Miraflores,Huillapima,Capayán,Catamarca
San Martín,Capayán,Capayán,Catamarca
San Pablo,Huillapima,Capayán,Catamarca
San Pedro,Capayán,Capayán,Catamarca
El Pantanillo,San Fernando del Valle de Catamarca,Capital,Catamarca
San Fernando del Valle de Catamarca,San Fernando del Valle de Catamarca,Capital,Catamarca
El Alto,El Alto,El Alto,Catamarca
Guayamba,El Alto,El Alto,Catamarca
Infanzón,El Alto,El Alto,Catamarca
Los Corrales,El Alto,El Alto,Catamarca
Tapso,Tapso,El Alto,Catamarca
Vilismán,El Alto,El Alto,Catamarca
Collagasta,Fray Mamerto Esquiú,Fray Mamerto Esquiú,Catamarca
Pomancillo Este,Fray Mamerto Esquiú,Fray Mamerto Esquiú,Catamarca
Pomancillo Oeste,Fray Mamerto Esquiú,Fray Mamerto Esquiú,Catamarca
San José,Fray Mamerto Esquiú,Fray Mamerto Esquiú,Catamarca
Villa Las Pirquitas,Fray Mamerto Esquiú,Fray Mamerto Esquiú,Catamarca
Casa de Piedra,Recreo,Ancasti,Catamarca
El Aybal,Recreo,La Paz,Catamarca
El Bañado,Recreo,La Paz,Catamarca
El Divisadero,Recreo,La Paz,Catamarca
El Quimilo,Recreo,La Paz,Catamarca
Esquiú,Recreo,La Paz,Catamarca
Icaño,Icaño,La Paz,Catamarca
La Dorada,Recreo,La Paz,Catamarca
La Guardia,Recreo,La Paz,Catamarca
Las Esquinas,Icaño,La Paz,Catamarca
Las Palmitas,Icaño,Choya,Santiago del Estero
Quirós,Icaño,La Paz,Catamarca
Ramblones,Recreo,La Paz,Catamarca
Recreo,Recreo,La Paz,Catamarca
San Antonio,Icaño,La Paz,Catamarca
Amadores,Paclín,Paclín,Catamarca
El Rosario,Paclín,Paclín,Catamarca
La Bajada,Paclín,Paclín,Catamarca
La Higuera,Paclín,Paclín,Catamarca
La Merced,Paclín,Paclín,Catamarca
La Viña,Paclín,Paclín,Catamarca
Las Lajas,Paclín,Paclín,Catamarca
Monte Potrero,Paclín,Paclín,Catamarca
Palo Labrado,Paclín,Paclín,Catamarca
San Antonio,Paclín,Paclín,Catamarca
Villa de Balcozna,Paclín,Paclín,Catamarca
Apoyaco,Mutquin,Pomán,Catamarca
Colana,Pomán,Pomán,Catamarca
Colpes,Saujil,Pomán,Catamarca
El Pajonal,Pomán,Pomán,Catamarca
Joyango,Saujil,Pomán,Catamarca
Mutquin,Mutquin,Pomán,Catamarca
Pomán,Pomán,Pomán,Catamarca
Rincón,Saujil,Pomán,Catamarca
San Miguel,Saujil,Pomán,Catamarca
Saujil,Saujil,Pomán,Catamarca
Siján,Saujil,Pomán,Catamarca
Andalhualá,San José,Santa María,Catamarca
Caspichango,Santa María,Santa María,Catamarca
Chañar Punco,Santa María,Santa María,Catamarca
El Cajón,Santa María,Santa María,Catamarca
El Desmonte,San José,Santa María,Catamarca
El Puesto,Santa María,Santa María,Catamarca
Famatanca,San José,Santa María,Catamarca
Fuerte Quemado,Santa María,Santa María,Catamarca
La Hoyada,San José,Santa María,Catamarca
La Loma,San José,Santa María,Catamarca
Las Mojarras,Santa María,Santa María,Catamarca
Loro Huasi,Santa María,Santa María,Catamarca
Punta de Balasto,San José,Santa María,Catamarca
San José,San José,Santa María,Catamarca
Santa María,Santa María,Santa María,Catamarca
Yapes,San José,Santa María,Catamarca
Alijilán,Los Altos,Santa Rosa,Catamarca
Bañado de Ovanta,Santa Rosa,Santa Rosa,Catamarca
Las Cañas,Santa Rosa,Santa Rosa,Catamarca
Lavalle,Santa Rosa,Santa Rosa,Catamarca
Los Altos,Los Altos,Santa Rosa,Catamarca
Manantiales,Los Altos,Santa Rosa,Catamarca
San Pedro,Santa Rosa,Santa Rosa,Catamarca
Anillaco,Tinogasta,Tinogasta,Catamarca
Antinaco,Fiambalá,Tinogasta,Catamarca
Banda de Lucero,Tinogasta,Tinogasta,Catamarca
Cerro Negro,Tinogasta,Tinogasta,Catamarca
Copacabana,Tinogasta,Tinogasta,Catamarca
Cordobita,Tinogasta,Tinogasta,Catamarca
Costa de Reyes,Tinogasta,Tinogasta,Catamarca
El Pueblito,Tinogasta,Tinogasta,Catamarca
El Puesto,Tinogasta,Tinogasta,Catamarca
El Salado,Tinogasta,Tinogasta,Catamarca
Fiambalá,Fiambalá,Tinogasta,Catamarca
Los Balverdis,Tinogasta,Tinogasta,Catamarca
Medanitos,Fiambalá,Tinogasta,Catamarca
Palo Blanco,Fiambalá,Tinogasta,Catamarca
Punta del Agua,Fiambalá,Tinogasta,Catamarca
Saujil,Fiambalá,Tinogasta,Catamarca
Tatón,Fiambalá,Tinogasta,Catamarca
Tinogasta,Tinogasta,Tinogasta,Catamarca
El Portezuelo,Valle Viejo,Valle viejo,Catamarca
Huaycama,Valle Viejo,Valle viejo,Catamarca
Las Tejas,Valle Viejo,Valle viejo,Catamarca
San Isidro,Valle Viejo,Valle viejo,Catamarca
Santa Cruz,Valle Viejo,Valle viejo,Catamarca
Amboy,Amboy,Calamuchita,Córdoba
Arroyo San Antonio,sin gobierno local,Calamuchita,Córdoba
Cañada del Sauce,Cañada del Sauce,Calamuchita,Córdoba
Capilla Vieja,Los Reartes,Calamuchita,Córdoba
El Corcovado - El Torreón,Villa Rumipal,Calamuchita,Córdoba
El Durazno,Villa Yacanto,Calamuchita,Córdoba
Embalse,Embalse,Calamuchita,Córdoba
La Cruz,La Cruz,Calamuchita,Córdoba
La Cumbrecita,La Cumbrecita,Calamuchita,Córdoba
Las Bajadas,Las Bajadas,Calamuchita,Córdoba
Las Caleras,Las Caleras,Calamuchita,Córdoba
Los Cóndores,Los Cóndores,Calamuchita,Córdoba
Los Molinos,Los Molinos,Calamuchita,Córdoba
Los Reartes,Los Reartes,Calamuchita,Córdoba
Lutti,Lutti,Calamuchita,Córdoba
Parque Calmayo,Calmayo,Calamuchita,Córdoba
Río de los Sauces,Río de los Sauces,Calamuchita,Córdoba
San Agustín,San Agustín,Calamuchita,Córdoba
San Ignacio (Loteo San Javier),San Ignacio,Calamuchita,Córdoba
Santa Rosa de Calamuchita,Santa Rosa de Calamuchita,Calamuchita,Córdoba
Segunda Usina,Segunda Usina,Calamuchita,Córdoba
Solar de los Molinos,Villa Ciudad Parque Los Reartes,Calamuchita,Córdoba
Villa Alpina,sin gobierno local,Calamuchita,Córdoba
Villa Amancay,Villa Amancay,Calamuchita,Córdoba
Villa Berna,sin gobierno local,Calamuchita,Córdoba
Villa Ciudad Parque Los Reartes,Villa Ciudad Parque Los Reartes,Calamuchita,Córdoba
Villa del Dique,Villa del Dique,Calamuchita,Córdoba
Villa El Tala,sin gobierno local,Calamuchita,Córdoba
Villa General Belgrano,Villa General Belgrano,Calamuchita,Córdoba
Villa La Rivera,Villa Quillinzo,Calamuchita,Córdoba
Villa Quillinzo,Villa Quillinzo,Calamuchita,Córdoba
Villa Rumipal,Villa Rumipal,Calamuchita,Córdoba
Villa Yacanto,Villa Yacanto,Calamuchita,Córdoba
Córdoba,Córdoba,Capital,Córdoba
Agua de Oro,Agua de Oro,Colón,Córdoba
Ascochinga,La Granja,Colón,Córdoba
Barrio Nuevo Río Ceballos,Río Ceballos,Colón,Córdoba
Canteras El Sauce,El Manzano,Colón,Córdoba
Casa Bamba,La Calera,Colón,Córdoba
Colonia Caroya,Colonia Caroya,Colón,Córdoba
Colonia Tirolesa,Colonia Tirolesa,Colón,Córdoba
Colonia Vicente Agüero,Colonia Vicente Agüero,Colón,Córdoba
Villa Corazón de María,Malvinas Argentinas,Colón,Córdoba
Corral Quemado,La Granja,Colón,Córdoba
Country San Isidro - Country Chacras de la Villa,Villa Allende,Colón,Córdoba
El Manzano,El Manzano,Colón,Córdoba
Estación Colonia Tirolesa,Colonia Tirolesa,Colón,Córdoba
General Paz,Estación General Paz,Colón,Córdoba
Jesús María,Jesús María,Colón,Córdoba
La Calera,La Calera,Colón,Córdoba
La Granja,La Granja,Colón,Córdoba
La Morada,Villa Allende,Colón,Córdoba
La Puerta,Colonia Tirolesa,Colón,Córdoba
Las Corzuelas,Unquillo,Colón,Córdoba
Los Molles,La Granja,Colón,Córdoba
Malvinas Argentinas,Malvinas Argentinas,Colón,Córdoba
Mendiolaza,Mendiolaza,Colón,Córdoba
Mi Granja,Mi Granja,Colón,Córdoba
Pajas Blancas,Río Ceballos,Colón,Córdoba
Río Ceballos,Río Ceballos,Colón,Córdoba
Salsipuedes,Salsipuedes,Colón,Córdoba
Santa Elena,Colonia Tirolesa,Colón,Córdoba
Tinoco,Tinoco,Colón,Córdoba
Unquillo,Unquillo,Colón,Córdoba
Villa Allende,Villa Allende,Colón,Córdoba
Villa Cerro Azul,Villa Cerro Azul,Colón,Córdoba
Parque Norte - Ciudad de los Niños - Guiñazú Norte,Estación Juárez Celman,Capital,Córdoba
Villa Los Llanos - Juárez Celman,Estación Juárez Celman,Colón,Córdoba
Alto de los Quebrachos,Alto de los Quebrachos,Cruz del Eje,Córdoba
Bañado de Soto,Bañado de Soto,Cruz del Eje,Córdoba
